scheme_code,scheme_name,net_asset_value,repurchase_price,sale_price,date,scheme_classification,scheme_type,scheme_category,fund_family,fund_id,scheme_short_name,date_new,nav,sale_price_1,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,354.5024,350.9574,354.5024,26-Nov-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,350.9574,11/26/2015,354.5024,354.5024,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,356.8661,353.2974,356.8661,27-Nov-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,353.2974,11/27/2015,356.8661,356.8661,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,357.1533,353.5818,357.1533,30-Nov-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,353.5818,11/30/2015,357.1533,357.1533,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,357.6057,354.0296,357.6057,1-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,354.0296,12/1/2015,357.6057,357.6057,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,356.6356,353.0692,356.6356,2-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,353.0692,12/2/2015,356.6356,356.6356,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,353.7229,350.1857,353.7229,3-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,350.1857,12/3/2015,353.7229,353.7229,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,350.3921,346.8882,350.3921,4-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,346.8882,12/4/2015,350.3921,350.3921,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,350.9483,347.4388,350.9483,7-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,347.4388,12/7/2015,350.9483,350.9483,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,348.1396,344.6582,348.1396,8-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,344.6582,12/8/2015,348.1396,348.1396,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,343.9381,340.4987,343.9381,9-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,340.4987,12/9/2015,343.9381,343.9381,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,345.5324,342.0771,345.5324,10-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,342.0771,12/10/2015,345.5324,345.5324,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,341.7303,338.313,341.7303,11-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,338.313,12/11/2015,341.7303,341.7303,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,342.5771,339.1513,342.5771,14-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,339.1513,12/14/2015,342.5771,342.5771,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,344.731,341.2837,344.731,15-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,341.2837,12/15/2015,344.731,344.731,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,347.2125,343.7404,347.2125,16-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,343.7404,12/16/2015,347.2125,347.2125,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,351.3225,347.8093,351.3225,17-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,347.8093,12/17/2015,351.3225,351.3225,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,347.87,344.3913,347.87,18-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,344.3913,12/18/2015,347.87,347.87,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,350.0961,346.5951,350.0961,21-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,346.5951,12/21/2015,350.0961,350.0961,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,348.5734,345.0877,348.5734,22-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,345.0877,12/22/2015,348.5734,348.5734,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,351.3133,347.8002,351.3133,23-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,347.8002,12/23/2015,351.3133,351.3133,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,351.5117,347.9966,351.5117,24-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,347.9966,12/24/2015,351.5117,351.5117,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,353.788,350.2501,353.788,28-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,350.2501,12/28/2015,353.788,353.788,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,353.977,350.4372,353.977,29-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,350.4372,12/29/2015,353.977,353.977,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,352.9861,349.4562,352.9861,30-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,349.4562,12/30/2015,352.9861,352.9861,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,353.289,349.7561,353.289,31-Dec-15,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,349.7561,12/31/2015,353.289,353.289,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,354.2967,350.7537,354.2967,1-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,350.7537,1/1/2016,354.2967,354.2967,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,347.4673,343.9926,347.4673,4-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,343.9926,1/4/2016,347.4673,347.4673,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,346.8155,343.3473,346.8155,5-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,343.3473,1/5/2016,346.8155,346.8155,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,345.5226,342.0674,345.5226,6-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,342.0674,1/6/2016,345.5226,345.5226,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,338.8142,335.4261,338.8142,7-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,335.4261,1/7/2016,338.8142,338.8142,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,340.8217,337.4135,340.8217,8-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,337.4135,1/8/2016,340.8217,340.8217,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,338.6822,335.2954,338.6822,11-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,335.2954,1/11/2016,338.6822,338.6822,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,336.0475,332.687,336.0475,12-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,332.687,1/12/2016,336.0475,336.0475,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,338.9985,335.6085,338.9985,13-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,335.6085,1/13/2016,338.9985,338.9985,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,336.836,333.4676,336.836,14-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,333.4676,1/14/2016,336.836,336.836,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,334.0818,330.741,334.0818,15-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,330.741,1/15/2016,334.0818,334.0818,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,329.309,326.0159,329.309,18-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,326.0159,1/18/2016,329.309,329.309,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,333.2707,329.938,333.2707,19-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,329.938,1/19/2016,333.2707,333.2707,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,328.7405,325.4531,328.7405,20-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,325.4531,1/20/2016,328.7405,328.7405,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,327.6927,324.4158,327.6927,21-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,324.4158,1/21/2016,327.6927,327.6927,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,333.0685,329.7378,333.0685,22-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,329.7378,1/22/2016,333.0685,333.0685,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,333.5068,330.1717,333.5068,25-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,330.1717,1/25/2016,333.5068,333.5068,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,334.0638,330.7232,334.0638,27-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,330.7232,1/27/2016,334.0638,334.0638,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,332.6831,329.3563,332.6831,28-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,329.3563,1/28/2016,332.6831,332.6831,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,339.2135,335.8214,339.2135,29-Jan-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,335.8214,1/29/2016,339.2135,339.2135,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,340.2136,336.8115,340.2136,1-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,336.8115,2/1/2016,340.2136,340.2136,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,336.3975,333.0335,336.3975,2-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,333.0335,2/2/2016,336.3975,336.3975,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,332.049,328.7285,332.049,3-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,328.7285,2/3/2016,332.049,332.049,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,334.0034,330.6634,334.0034,4-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,330.6634,2/4/2016,334.0034,334.0034,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,337.9799,334.6001,337.9799,5-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,334.6001,2/5/2016,337.9799,337.9799,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,334.1207,330.7795,334.1207,8-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,330.7795,2/8/2016,334.1207,334.1207,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,328.6418,325.3554,328.6418,9-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,325.3554,2/9/2016,328.6418,328.6418,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,325.4265,322.1722,325.4265,10-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,322.1722,2/10/2016,325.4265,325.4265,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,317.1598,313.9882,317.1598,11-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,313.9882,2/11/2016,317.1598,317.1598,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,316.241,313.0786,316.241,12-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,313.0786,2/12/2016,316.241,316.241,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,324.2132,320.9711,324.2132,15-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,320.9711,2/15/2016,324.2132,324.2132,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,319.5225,316.3273,319.5225,16-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,316.3273,2/16/2016,319.5225,319.5225,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,321.9391,318.7197,321.9391,17-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,318.7197,2/17/2016,321.9391,321.9391,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,326.6716,323.4049,326.6716,18-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,323.4049,2/18/2016,326.6716,326.6716,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,327.6324,324.3561,327.6324,19-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,324.3561,2/19/2016,327.6324,327.6324,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,329.1881,325.8962,329.1881,22-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,325.8962,2/22/2016,329.1881,329.1881,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,324.0782,320.8374,324.0782,23-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,320.8374,2/23/2016,324.0782,324.0782,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,321.0293,317.819,321.0293,24-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,317.819,2/24/2016,321.0293,321.0293,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,318.0827,314.9019,318.0827,25-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,314.9019,2/25/2016,318.0827,318.0827,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,320.0264,316.8261,320.0264,26-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,316.8261,2/26/2016,320.0264,320.0264,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,318.1636,314.982,318.1636,29-Feb-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,314.982,2/29/2016,318.1636,318.1636,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,326.9296,323.6603,326.9296,1-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,323.6603,3/1/2016,326.9296,326.9296,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,333.2254,329.8931,333.2254,2-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,329.8931,3/2/2016,333.2254,333.2254,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,337.9431,334.5637,337.9431,3-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,334.5637,3/3/2016,337.9431,337.9431,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,339.078,335.6872,339.078,4-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,335.6872,3/4/2016,339.078,339.078,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,338.0849,334.7041,338.0849,8-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,334.7041,3/8/2016,338.0849,338.0849,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,340.3612,336.9576,340.3612,9-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,336.9576,3/9/2016,340.3612,340.3612,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,338.3692,334.9855,338.3692,10-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,334.9855,3/10/2016,338.3692,338.3692,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,338.7918,335.4039,338.7918,11-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,335.4039,3/11/2016,338.7918,338.7918,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,340.8072,337.3991,340.8072,14-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,337.3991,3/14/2016,340.8072,340.8072,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,339.4772,336.0824,339.4772,15-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,336.0824,3/15/2016,339.4772,339.4772,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,340.3464,336.9429,340.3464,16-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,336.9429,3/16/2016,340.3464,340.3464,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,341.8319,338.4136,341.8319,17-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,338.4136,3/17/2016,341.8319,341.8319,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,345.7842,342.3264,345.7842,18-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,342.3264,3/18/2016,345.7842,345.7842,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,349.7706,346.2729,349.7706,21-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,346.2729,3/21/2016,349.7706,349.7706,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,349.8076,346.3095,349.8076,22-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,346.3095,3/22/2016,349.8076,349.8076,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,350.0065,346.5064,350.0065,23-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,346.5064,3/23/2016,350.0065,350.0065,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,346.5418,343.0764,346.5418,28-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,343.0764,3/28/2016,346.5418,346.5418,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,346.4742,343.0095,346.4742,29-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,343.0095,3/29/2016,346.4742,346.4742,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,353.1763,349.6445,353.1763,30-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,349.6445,3/30/2016,353.1763,353.1763,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,353.4251,349.8908,353.4251,31-Mar-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,349.8908,3/31/2016,353.4251,353.4251,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,352.1928,348.6709,352.1928,1-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,348.6709,4/1/2016,352.1928,352.1928,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,354.6456,351.0991,354.6456,4-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,351.0991,4/4/2016,354.6456,354.6456,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,347.4164,343.9422,347.4164,5-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,343.9422,4/5/2016,347.4164,347.4164,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,348.4995,345.0145,348.4995,6-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,345.0145,4/6/2016,348.4995,348.4995,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,346.5671,343.1014,346.5671,7-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,343.1014,4/7/2016,346.5671,346.5671,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,346.9115,343.4424,346.9115,8-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,343.4424,4/8/2016,346.9115,346.9115,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,351.4636,347.949,351.4636,11-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,347.949,4/11/2016,351.4636,351.4636,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,353.2878,349.7549,353.2878,12-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,349.7549,4/12/2016,353.2878,353.2878,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,358.4584,354.8738,358.4584,13-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,354.8738,4/13/2016,358.4584,358.4584,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,360.9657,357.356,360.9657,18-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,357.356,4/18/2016,360.9657,360.9657,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,360.9842,357.3744,360.9842,20-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,357.3744,4/20/2016,360.9842,360.9842,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,361.241,357.6286,361.241,21-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,357.6286,4/21/2016,361.241,361.241,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,361.4845,357.8697,361.4845,22-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,357.8697,4/22/2016,361.4845,361.4845,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,360.6248,357.0186,360.6248,25-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,357.0186,4/25/2016,360.6248,360.6248,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,364.5883,360.9424,364.5883,26-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,360.9424,4/26/2016,364.5883,364.5883,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,365.5243,361.8691,365.5243,27-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,361.8691,4/27/2016,365.5243,365.5243,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,361.4477,357.8332,361.4477,28-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,357.8332,4/28/2016,361.4477,361.4477,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,361.3414,357.728,361.3414,29-Apr-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,357.728,4/29/2016,361.3414,361.3414,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,358.6513,355.0648,358.6513,2-May-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,355.0648,5/2/2016,358.6513,358.6513,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,356.4663,352.9016,356.4663,3-May-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,352.9016,5/3/2016,356.4663,356.4663,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,353.7722,350.2345,353.7722,4-May-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,350.2345,5/4/2016,353.7722,353.7722,,,,,,,,,,
118531,Franklin India Bluechip Fund- Direct - Growth,353.8896,350.3507,353.8896,5-May-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,350.3507,5/5/2016,353.8896,353.8896,,,,,,,,,,
