scheme_code,scheme_name,net_asset_value,repurchase_price,sale_price,date,scheme_classification,scheme_type,scheme_category,fund_family,fund_id,scheme_short_name,date_new,nav,sale_price_1
118531,Franklin India Bluechip Fund- Direct - Growth,242.2158,239.7936,242.2158,29-Jan-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,239.7936,1/29/2013,242.2158,242.2158
118531,Franklin India Bluechip Fund- Direct - Growth,242.3174,239.8942,242.3174,30-Jan-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,239.8942,1/30/2013,242.3174,242.3174
118531,Franklin India Bluechip Fund- Direct - Growth,241.5002,239.0852,241.5002,31-Jan-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,239.0852,1/31/2013,241.5002,241.5002
118531,Franklin India Bluechip Fund- Direct - Growth,240.8373,238.4289,240.8373,1-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,238.4289,2/1/2013,240.8373,240.8373
118531,Franklin India Bluechip Fund- Direct - Growth,239.9897,237.5898,239.9897,4-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,237.5898,2/4/2013,239.9897,239.9897
118531,Franklin India Bluechip Fund- Direct - Growth,238.9666,236.5769,238.9666,5-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,236.5769,2/5/2013,238.9666,238.9666
118531,Franklin India Bluechip Fund- Direct - Growth,238.7751,236.3873,238.7751,6-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,236.3873,2/6/2013,238.7751,238.7751
118531,Franklin India Bluechip Fund- Direct - Growth,237.9237,235.5445,237.9237,7-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.5445,2/7/2013,237.9237,237.9237
118531,Franklin India Bluechip Fund- Direct - Growth,236.3821,234.0183,236.3821,8-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,234.0183,2/8/2013,236.3821,236.3821
118531,Franklin India Bluechip Fund- Direct - Growth,236.1268,233.7655,236.1268,11-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,233.7655,2/11/2013,236.1268,236.1268
118531,Franklin India Bluechip Fund- Direct - Growth,237.5724,235.1967,237.5724,12-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.1967,2/12/2013,237.5724,237.5724
118531,Franklin India Bluechip Fund- Direct - Growth,237.8058,235.4277,237.8058,13-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.4277,2/13/2013,237.8058,237.8058
118531,Franklin India Bluechip Fund- Direct - Growth,235.9521,233.5926,235.9521,14-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,233.5926,2/14/2013,235.9521,235.9521
118531,Franklin India Bluechip Fund- Direct - Growth,235.6299,233.2736,235.6299,15-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,233.2736,2/15/2013,235.6299,235.6299
118531,Franklin India Bluechip Fund- Direct - Growth,235.5567,233.2011,235.5567,18-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,233.2011,2/18/2013,235.5567,235.5567
118531,Franklin India Bluechip Fund- Direct - Growth,237.0934,234.7225,237.0934,19-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,234.7225,2/19/2013,237.0934,237.0934
118531,Franklin India Bluechip Fund- Direct - Growth,237.0113,234.6412,237.0113,20-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,234.6412,2/20/2013,237.0113,237.0113
118531,Franklin India Bluechip Fund- Direct - Growth,233.2765,230.9437,233.2765,21-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,230.9437,2/21/2013,233.2765,233.2765
118531,Franklin India Bluechip Fund- Direct - Growth,234.5389,232.1935,234.5389,22-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,232.1935,2/22/2013,234.5389,234.5389
118531,Franklin India Bluechip Fund- Direct - Growth,234.0436,231.7032,234.0436,25-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,231.7032,2/25/2013,234.0436,234.0436
118531,Franklin India Bluechip Fund- Direct - Growth,231.3445,229.0311,231.3445,26-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,229.0311,2/26/2013,231.3445,231.3445
118531,Franklin India Bluechip Fund- Direct - Growth,232.7483,230.4208,232.7483,27-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,230.4208,2/27/2013,232.7483,232.7483
118531,Franklin India Bluechip Fund- Direct - Growth,229.436,227.1416,229.436,28-Feb-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,227.1416,2/28/2013,229.436,229.436
118531,Franklin India Bluechip Fund- Direct - Growth,229.9352,227.6358,229.9352,1-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,227.6358,3/1/2013,229.9352,229.9352
118531,Franklin India Bluechip Fund- Direct - Growth,229.5631,227.2675,229.5631,4-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,227.2675,3/4/2013,229.5631,229.5631
118531,Franklin India Bluechip Fund- Direct - Growth,233.1369,230.8055,233.1369,5-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,230.8055,3/5/2013,233.1369,233.1369
118531,Franklin India Bluechip Fund- Direct - Growth,234.3592,232.0156,234.3592,6-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,232.0156,3/6/2013,234.3592,234.3592
118531,Franklin India Bluechip Fund- Direct - Growth,235.1636,232.812,235.1636,7-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,232.812,3/7/2013,235.1636,235.1636
118531,Franklin India Bluechip Fund- Direct - Growth,237.6285,235.2522,237.6285,8-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.2522,3/8/2013,237.6285,237.6285
118531,Franklin India Bluechip Fund- Direct - Growth,237.0776,234.7068,237.0776,11-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,234.7068,3/11/2013,237.0776,237.0776
118531,Franklin India Bluechip Fund- Direct - Growth,235.9055,233.5464,235.9055,12-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,233.5464,3/12/2013,235.9055,235.9055
118531,Franklin India Bluechip Fund- Direct - Growth,233.3349,231.0016,233.3349,13-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,231.0016,3/13/2013,233.3349,233.3349
118531,Franklin India Bluechip Fund- Direct - Growth,234.9361,232.5867,234.9361,14-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,232.5867,3/14/2013,234.9361,234.9361
118531,Franklin India Bluechip Fund- Direct - Growth,233.0987,230.7677,233.0987,15-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,230.7677,3/15/2013,233.0987,233.0987
118531,Franklin India Bluechip Fund- Direct - Growth,231.2675,228.9548,231.2675,18-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,228.9548,3/18/2013,231.2675,231.2675
118531,Franklin India Bluechip Fund- Direct - Growth,227.8377,225.5593,227.8377,19-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,225.5593,3/19/2013,227.8377,227.8377
118531,Franklin India Bluechip Fund- Direct - Growth,225.5237,223.2685,225.5237,20-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,223.2685,3/20/2013,225.5237,225.5237
118531,Franklin India Bluechip Fund- Direct - Growth,225.384,223.1302,225.384,21-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,223.1302,3/21/2013,225.384,225.384
118531,Franklin India Bluechip Fund- Direct - Growth,224.5721,222.3264,224.5721,22-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,222.3264,3/22/2013,224.5721,224.5721
118531,Franklin India Bluechip Fund- Direct - Growth,223.7925,221.5546,223.7925,25-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,221.5546,3/25/2013,223.7925,223.7925
118531,Franklin India Bluechip Fund- Direct - Growth,223.9221,221.6829,223.9221,26-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,221.6829,3/26/2013,223.9221,223.9221
118531,Franklin India Bluechip Fund- Direct - Growth,225.6588,223.4022,225.6588,28-Mar-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,223.4022,3/28/2013,225.6588,225.6588
118531,Franklin India Bluechip Fund- Direct - Growth,226.7426,224.4752,226.7426,1-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,224.4752,4/1/2013,226.7426,226.7426
118531,Franklin India Bluechip Fund- Direct - Growth,228.5972,226.3112,228.5972,2-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,226.3112,4/2/2013,228.5972,228.5972
118531,Franklin India Bluechip Fund- Direct - Growth,226.0822,223.8214,226.0822,3-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,223.8214,4/3/2013,226.0822,226.0822
118531,Franklin India Bluechip Fund- Direct - Growth,223.4659,221.2312,223.4659,4-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,221.2312,4/4/2013,223.4659,223.4659
118531,Franklin India Bluechip Fund- Direct - Growth,223.2286,220.9963,223.2286,5-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,220.9963,4/5/2013,223.2286,223.2286
118531,Franklin India Bluechip Fund- Direct - Growth,223.4644,221.2298,223.4644,8-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,221.2298,4/8/2013,223.4644,223.4644
118531,Franklin India Bluechip Fund- Direct - Growth,221.4412,219.2268,221.4412,9-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,219.2268,4/9/2013,221.4412,221.4412
118531,Franklin India Bluechip Fund- Direct - Growth,223.1071,220.876,223.1071,10-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,220.876,4/10/2013,223.1071,223.1071
118531,Franklin India Bluechip Fund- Direct - Growth,223.9632,221.7236,223.9632,11-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,221.7236,4/11/2013,223.9632,223.9632
118531,Franklin India Bluechip Fund- Direct - Growth,220.6169,218.4107,220.6169,12-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,218.4107,4/12/2013,220.6169,220.6169
118531,Franklin India Bluechip Fund- Direct - Growth,221.3875,219.1736,221.3875,15-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,219.1736,4/15/2013,221.3875,221.3875
118531,Franklin India Bluechip Fund- Direct - Growth,225.3235,223.0703,225.3235,16-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,223.0703,4/16/2013,225.3235,225.3235
118531,Franklin India Bluechip Fund- Direct - Growth,225.591,223.3351,225.591,17-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,223.3351,4/17/2013,225.591,225.591
118531,Franklin India Bluechip Fund- Direct - Growth,228.4874,226.2025,228.4874,18-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,226.2025,4/18/2013,228.4874,228.4874
118531,Franklin India Bluechip Fund- Direct - Growth,230.3613,228.0577,230.3613,22-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,228.0577,4/22/2013,230.3613,230.3613
118531,Franklin India Bluechip Fund- Direct - Growth,230.6484,228.3419,230.6484,23-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,228.3419,4/23/2013,230.6484,230.6484
118531,Franklin India Bluechip Fund- Direct - Growth,233.3138,230.9807,233.3138,25-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,230.9807,4/25/2013,233.3138,233.3138
118531,Franklin India Bluechip Fund- Direct - Growth,232.3481,230.0246,232.3481,26-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,230.0246,4/26/2013,232.3481,232.3481
118531,Franklin India Bluechip Fund- Direct - Growth,233.6059,231.2698,233.6059,29-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,231.2698,4/29/2013,233.6059,233.6059
118531,Franklin India Bluechip Fund- Direct - Growth,234.5422,232.1968,234.5422,30-Apr-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,232.1968,4/30/2013,234.5422,234.5422
118531,Franklin India Bluechip Fund- Direct - Growth,235.8513,233.4928,235.8513,2-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,233.4928,5/2/2013,235.8513,235.8513
118531,Franklin India Bluechip Fund- Direct - Growth,234.5336,232.1883,234.5336,3-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,232.1883,5/3/2013,234.5336,234.5336
118531,Franklin India Bluechip Fund- Direct - Growth,235.6663,233.3096,235.6663,6-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,233.3096,5/6/2013,235.6663,235.6663
118531,Franklin India Bluechip Fund- Direct - Growth,237.8577,235.4791,237.8577,7-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.4791,5/7/2013,237.8577,237.8577
118531,Franklin India Bluechip Fund- Direct - Growth,237.7591,235.3815,237.7591,8-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.3815,5/8/2013,237.7591,237.7591
118531,Franklin India Bluechip Fund- Direct - Growth,236.9785,234.6087,236.9785,9-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,234.6087,5/9/2013,236.9785,236.9785
118531,Franklin India Bluechip Fund- Direct - Growth,238.7294,236.3421,238.7294,10-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,236.3421,5/10/2013,238.7294,238.7294
118531,Franklin India Bluechip Fund- Direct - Growth,235.7454,233.3879,235.7454,13-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,233.3879,5/13/2013,235.7454,235.7454
118531,Franklin India Bluechip Fund- Direct - Growth,236.2258,233.8635,236.2258,14-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,233.8635,5/14/2013,236.2258,236.2258
118531,Franklin India Bluechip Fund- Direct - Growth,240.6486,238.2421,240.6486,15-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,238.2421,5/15/2013,240.6486,240.6486
118531,Franklin India Bluechip Fund- Direct - Growth,241.9848,239.565,241.9848,16-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,239.565,5/16/2013,241.9848,241.9848
118531,Franklin India Bluechip Fund- Direct - Growth,242.0938,239.6729,242.0938,17-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,239.6729,5/17/2013,242.0938,242.0938
118531,Franklin India Bluechip Fund- Direct - Growth,240.2743,237.8716,240.2743,20-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,237.8716,5/20/2013,240.2743,240.2743
118531,Franklin India Bluechip Fund- Direct - Growth,238.4069,236.0228,238.4069,21-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,236.0228,5/21/2013,238.4069,238.4069
118531,Franklin India Bluechip Fund- Direct - Growth,238.1162,235.735,238.1162,22-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.735,5/22/2013,238.1162,238.1162
118531,Franklin India Bluechip Fund- Direct - Growth,233.6275,231.2912,233.6275,23-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,231.2912,5/23/2013,233.6275,233.6275
118531,Franklin India Bluechip Fund- Direct - Growth,234.5164,232.1712,234.5164,24-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,232.1712,5/24/2013,234.5164,234.5164
118531,Franklin India Bluechip Fund- Direct - Growth,237.8851,235.5062,237.8851,27-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.5062,5/27/2013,237.8851,237.8851
118531,Franklin India Bluechip Fund- Direct - Growth,239.2432,236.8508,239.2432,28-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,236.8508,5/28/2013,239.2432,239.2432
118531,Franklin India Bluechip Fund- Direct - Growth,238.2458,235.8633,238.2458,29-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,235.8633,5/29/2013,238.2458,238.2458
118531,Franklin India Bluechip Fund- Direct - Growth,238.7713,236.3836,238.7713,30-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,236.3836,5/30/2013,238.7713,238.7713
118531,Franklin India Bluechip Fund- Direct - Growth,234.6824,232.3356,234.6824,31-May-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,232.3356,5/31/2013,234.6824,234.6824
118531,Franklin India Bluechip Fund- Direct - Growth,234.0593,231.7187,234.0593,3-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,231.7187,6/3/2013,234.0593,234.0593
118531,Franklin India Bluechip Fund- Direct - Growth,234.2573,231.9147,234.2573,4-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,231.9147,6/4/2013,234.2573,234.2573
118531,Franklin India Bluechip Fund- Direct - Growth,234.3435,232.0001,234.3435,5-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,232.0001,6/5/2013,234.3435,234.3435
118531,Franklin India Bluechip Fund- Direct - Growth,233.4565,231.1219,233.4565,6-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,231.1219,6/6/2013,233.4565,233.4565
118531,Franklin India Bluechip Fund- Direct - Growth,232.1394,229.818,232.1394,7-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,229.818,6/7/2013,232.1394,232.1394
118531,Franklin India Bluechip Fund- Direct - Growth,231.3165,229.0033,231.3165,10-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,229.0033,6/10/2013,231.3165,231.3165
118531,Franklin India Bluechip Fund- Direct - Growth,227.8223,225.5441,227.8223,11-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,225.5441,6/11/2013,227.8223,227.8223
118531,Franklin India Bluechip Fund- Direct - Growth,227.5649,225.2893,227.5649,12-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,225.2893,6/12/2013,227.5649,227.5649
118531,Franklin India Bluechip Fund- Direct - Growth,225.9486,223.6891,225.9486,13-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,223.6891,6/13/2013,225.9486,225.9486
118531,Franklin India Bluechip Fund- Direct - Growth,229.0927,226.8018,229.0927,14-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,226.8018,6/14/2013,229.0927,229.0927
118531,Franklin India Bluechip Fund- Direct - Growth,230.2488,227.9463,230.2488,17-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,227.9463,6/17/2013,230.2488,230.2488
118531,Franklin India Bluechip Fund- Direct - Growth,229.2362,226.9438,229.2362,18-Jun-13,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,226.9438,6/18/2013,229.2362,229.2362
