scheme_code,scheme_name,net_asset_value,repurchase_price,sale_price,date,scheme_classification,scheme_type,scheme_category,fund_family,fund_id,scheme_short_name,date_new,nav,sale_price_1,Return,Variance,SD,NIFTY 50 Return,Var N50,SD  Nifty
118531,Franklin India Bluechip Fund- Direct - Growth,394.7902,390.8423,394.7902,4-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,390.8423,8/4/2016,394.7902,394.7902,0.25%,1.10956E-09,3.331E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.4173,397.4031,401.4173,5-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.4031,8/5/2016,401.4173,401.4173,1.68%,4.8726E-08,0.00022074,,,
118531,Franklin India Bluechip Fund- Direct - Growth,402.6846,398.6578,402.6846,8-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,398.6578,8/8/2016,402.6846,402.6846,0.32%,1.72381E-09,4.15188E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.2011,397.1891,401.2011,9-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.1891,8/9/2016,401.2011,401.2011,-0.37%,2.3477E-09,4.8453E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,395.778,391.8202,395.778,10-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,391.8202,8/10/2016,395.778,395.778,-1.35%,3.16114E-08,0.000177796,,,
118531,Franklin India Bluechip Fund- Direct - Growth,395.4338,391.4795,395.4338,11-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,391.4795,8/11/2016,395.4338,395.4338,-0.09%,1.30878E-10,1.14402E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,397.6453,393.6688,397.6453,12-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,393.6688,8/12/2016,397.6453,397.6453,0.56%,5.41313E-09,7.3574E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,396.7549,392.7874,396.7549,16-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,392.7874,8/16/2016,396.7549,396.7549,-0.22%,8.67913E-10,2.94604E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,396.9254,392.9561,396.9254,17-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,392.9561,8/17/2016,396.9254,396.9254,0.04%,3.19725E-11,5.65443E-06,,,
118531,Franklin India Bluechip Fund- Direct - Growth,400.1755,396.1737,400.1755,18-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,396.1737,8/18/2016,400.1755,400.1755,0.82%,1.16098E-08,0.000107749,,,
118531,Franklin India Bluechip Fund- Direct - Growth,400.432,396.4277,400.432,19-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,396.4277,8/19/2016,400.432,400.432,0.06%,7.11536E-11,8.43526E-06,,,
118531,Franklin India Bluechip Fund- Direct - Growth,398.5119,394.5268,398.5119,22-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,394.5268,8/22/2016,398.5119,398.5119,-0.48%,3.9828E-09,6.31094E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,399.0312,395.0409,399.0312,23-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,395.0409,8/23/2016,399.0312,399.0312,0.13%,2.9419E-10,1.7152E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,399.5352,395.5398,399.5352,24-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,395.5398,8/24/2016,399.5352,399.5352,0.13%,2.76437E-10,1.66264E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,397.6035,393.6275,397.6035,25-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,393.6275,8/25/2016,397.6035,397.6035,-0.48%,4.05129E-09,6.36498E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,396.0578,392.0972,396.0578,26-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,392.0972,8/26/2016,396.0578,396.0578,-0.39%,2.61969E-09,5.11829E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,397.2694,393.2967,397.2694,29-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,393.2967,8/29/2016,397.2694,397.2694,0.31%,1.62247E-09,4.02799E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,402.3381,398.3147,402.3381,30-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,398.3147,8/30/2016,402.3381,402.3381,1.28%,2.82275E-08,0.000168011,,,
118531,Franklin India Bluechip Fund- Direct - Growth,404.5074,400.4623,404.5074,31-Aug-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,400.4623,8/31/2016,404.5074,404.5074,0.54%,5.04176E-09,7.10054E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,402.8755,398.8467,402.8755,1-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,398.8467,9/1/2016,402.8755,402.8755,-0.40%,2.82316E-09,5.31334E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,404.5708,400.5251,404.5708,2-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,400.5251,9/2/2016,404.5708,404.5708,0.42%,3.07204E-09,5.5426E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,410.4642,406.3596,410.4642,6-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,406.3596,9/6/2016,410.4642,410.4642,1.46%,3.68209E-08,0.000191888,,,
118531,Franklin India Bluechip Fund- Direct - Growth,409.7787,405.6809,409.7787,7-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,405.6809,9/7/2016,409.7787,409.7787,-0.17%,4.84051E-10,2.20012E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,410.8264,406.7181,410.8264,8-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,406.7181,9/8/2016,410.8264,410.8264,0.26%,1.13469E-09,3.36852E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,407.4011,403.3271,407.4011,9-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,403.3271,9/9/2016,407.4011,407.4011,-0.83%,1.20686E-08,0.000109857,,,
118531,Franklin India Bluechip Fund- Direct - Growth,400.3591,396.3555,400.3591,12-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,396.3555,9/12/2016,400.3591,400.3591,-1.73%,5.18801E-08,0.000227772,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.8687,397.85,401.8687,14-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.85,9/14/2016,401.8687,401.8687,0.38%,2.46918E-09,4.96908E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,400.8098,396.8017,400.8098,15-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,396.8017,9/15/2016,400.8098,400.8098,-0.26%,1.20599E-09,3.47274E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.7628,397.7452,401.7628,16-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.7452,9/16/2016,401.7628,401.7628,0.24%,9.82174E-10,3.13397E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,403.4379,399.4035,403.4379,19-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,399.4035,9/19/2016,403.4379,403.4379,0.42%,3.02062E-09,5.49602E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,402.3281,398.3048,402.3281,20-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,398.3048,9/20/2016,402.3281,402.3281,-0.28%,1.31512E-09,3.62646E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.8758,397.857,401.8758,21-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.857,9/21/2016,401.8758,401.8758,-0.11%,2.19684E-10,1.48217E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,405.8126,401.7545,405.8126,22-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,401.7545,9/22/2016,405.8126,405.8126,0.98%,1.66834E-08,0.000129164,,,
118531,Franklin India Bluechip Fund- Direct - Growth,404.6686,400.6219,404.6686,23-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,400.6219,9/23/2016,404.6686,404.6686,-0.28%,1.38184E-09,3.71731E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,400.747,396.7395,400.747,26-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,396.7395,9/26/2016,400.747,400.747,-0.97%,1.63328E-08,0.0001278,,,
118531,Franklin India Bluechip Fund- Direct - Growth,399.8002,395.8022,399.8002,27-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,395.8022,9/27/2016,399.8002,399.8002,-0.24%,9.7092E-10,3.11596E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,402.0666,398.0459,402.0666,28-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,398.0459,9/28/2016,402.0666,402.0666,0.57%,5.59075E-09,7.47713E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,394.9224,390.9732,394.9224,29-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,390.9732,9/29/2016,394.9224,394.9224,-1.78%,5.49376E-08,0.000234388,,,
118531,Franklin India Bluechip Fund- Direct - Growth,397.2681,393.2954,397.2681,30-Sep-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,393.2954,9/30/2016,397.2681,397.2681,0.59%,6.13982E-09,7.8357E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.0317,397.0214,401.0317,3-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.0214,10/3/2016,401.0317,401.0317,0.95%,1.56225E-08,0.00012499,,,
118531,Franklin India Bluechip Fund- Direct - Growth,403.6599,399.6233,403.6599,4-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,399.6233,10/4/2016,403.6599,403.6599,0.66%,7.4773E-09,8.64714E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,402.7097,398.6826,402.7097,5-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,398.6826,10/5/2016,402.7097,402.7097,-0.24%,9.6485E-10,3.1062E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.5503,397.5348,401.5503,6-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.5348,10/6/2016,401.5503,401.5503,-0.29%,1.44351E-09,3.79935E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.4332,397.4189,401.4332,7-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.4189,10/7/2016,401.4332,401.4332,-0.03%,1.48131E-11,3.84878E-06,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.4015,397.3875,401.4015,10-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.3875,10/10/2016,401.4015,401.4015,-0.01%,1.08638E-12,1.04229E-06,,,
118531,Franklin India Bluechip Fund- Direct - Growth,396.3973,392.4333,396.3973,13-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,392.4333,10/13/2016,396.3973,396.3973,-1.25%,2.70816E-08,0.000164565,,,
118531,Franklin India Bluechip Fund- Direct - Growth,397.891,393.9121,397.891,14-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,393.9121,10/14/2016,397.891,397.891,0.38%,2.4746E-09,4.97453E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,394.7615,390.8139,394.7615,17-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,390.8139,10/17/2016,394.7615,394.7615,-0.79%,1.07829E-08,0.000103841,,,
118531,Franklin India Bluechip Fund- Direct - Growth,400.1832,396.1814,400.1832,18-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,396.1814,10/18/2016,400.1832,400.1832,1.37%,3.28846E-08,0.000181341,,,
118531,Franklin India Bluechip Fund- Direct - Growth,400.1759,396.1741,400.1759,19-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,396.1741,10/19/2016,400.1759,400.1759,0.00%,5.80223E-14,2.40878E-07,,,
118531,Franklin India Bluechip Fund- Direct - Growth,401.5869,397.571,401.5869,20-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,397.571,10/20/2016,401.5869,401.5869,0.35%,2.16818E-09,4.65637E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,402.3241,398.3009,402.3241,21-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,398.3009,10/21/2016,402.3241,402.3241,0.18%,5.878E-10,2.42446E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,402.6674,398.6407,402.6674,24-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,398.6407,10/24/2016,402.6674,402.6674,0.09%,1.27025E-10,1.12705E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,402.9298,398.9005,402.9298,25-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,398.9005,10/25/2016,402.9298,402.9298,0.07%,7.40976E-11,8.608E-06,,,
118531,Franklin India Bluechip Fund- Direct - Growth,399.8293,395.831,399.8293,26-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,395.831,10/26/2016,399.8293,399.8293,-0.77%,1.03336E-08,0.000101654,,,
118531,Franklin India Bluechip Fund- Direct - Growth,398.2439,394.2615,398.2439,27-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,394.2615,10/27/2016,398.2439,398.2439,-0.40%,2.74441E-09,5.23872E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,400.1753,396.1735,400.1753,28-Oct-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,396.1735,10/28/2016,400.1753,400.1753,0.48%,4.10623E-09,6.40799E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,399.4764,395.4816,399.4764,1-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,395.4816,11/1/2016,399.4764,399.4764,-0.17%,5.32601E-10,2.30782E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,394.1241,390.1829,394.1241,2-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,390.1829,11/2/2016,394.1241,394.1241,-1.34%,3.13507E-08,0.000177061,,,
118531,Franklin India Bluechip Fund- Direct - Growth,392.3193,388.3961,392.3193,3-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,388.3961,11/3/2016,392.3193,392.3193,-0.46%,3.66283E-09,6.05213E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,389.494,385.5991,389.494,4-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,385.5991,11/4/2016,389.494,389.494,-0.72%,9.06046E-09,9.51864E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,392.4127,388.4886,392.4127,7-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,388.4886,11/7/2016,392.4127,392.4127,0.75%,9.81191E-09,9.90551E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,395.2791,391.3263,395.2791,8-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,391.3263,11/8/2016,395.2791,395.2791,0.73%,9.3248E-09,9.6565E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,392.8818,388.953,392.8818,9-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,388.953,11/9/2016,392.8818,392.8818,-0.61%,6.42932E-09,8.0183E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,398.2198,394.2376,398.2198,10-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,394.2376,11/10/2016,398.2198,398.2198,1.36%,3.22728E-08,0.000179646,,,
118531,Franklin India Bluechip Fund- Direct - Growth,388.4813,384.5965,388.4813,11-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,384.5965,11/11/2016,388.4813,388.4813,-2.45%,1.04573E-07,0.000323377,,,
118531,Franklin India Bluechip Fund- Direct - Growth,380.1516,376.3501,380.1516,15-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,376.3501,11/15/2016,380.1516,380.1516,-2.14%,8.04034E-08,0.000283555,,,
118531,Franklin India Bluechip Fund- Direct - Growth,380.5768,376.771,380.5768,16-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,376.771,11/16/2016,380.5768,380.5768,0.11%,2.18829E-10,1.47929E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,379.0829,375.2921,379.0829,17-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,375.2921,11/17/2016,379.0829,379.0829,-0.39%,2.69567E-09,5.19198E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,380.0018,376.2018,380.0018,18-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,376.2018,11/18/2016,380.0018,380.0018,0.24%,1.02814E-09,3.20646E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,372.588,368.8621,372.588,21-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,368.8621,11/21/2016,372.588,372.588,-1.95%,6.66147E-08,0.000258098,,,
118531,Franklin India Bluechip Fund- Direct - Growth,375.4367,371.6823,375.4367,22-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,371.6823,11/22/2016,375.4367,375.4367,0.76%,1.02323E-08,0.000101155,,,
118531,Franklin India Bluechip Fund- Direct - Growth,376.4508,372.6863,376.4508,23-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,372.6863,11/23/2016,376.4508,376.4508,0.27%,1.27732E-09,3.57396E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,373.7845,370.0467,373.7845,24-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,370.0467,11/24/2016,373.7845,373.7845,-0.71%,8.78394E-09,9.37227E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,379.2873,375.4944,379.2873,25-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,375.4944,11/25/2016,379.2873,379.2873,1.47%,3.79567E-08,0.000194825,,,
118531,Franklin India Bluechip Fund- Direct - Growth,379.8525,376.054,379.8525,28-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,376.054,11/28/2016,379.8525,379.8525,0.15%,3.88962E-10,1.97221E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,381.4544,377.6399,381.4544,29-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,377.6399,11/29/2016,381.4544,381.4544,0.42%,3.11571E-09,5.58185E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,384.9286,381.0793,384.9286,30-Nov-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,381.0793,11/30/2016,384.9286,384.9286,0.91%,1.4535E-08,0.000120561,,,
118531,Franklin India Bluechip Fund- Direct - Growth,382.4636,378.639,382.4636,1-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,378.639,12/1/2016,382.4636,382.4636,-0.64%,7.1869E-09,8.47756E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,378.4396,374.6552,378.4396,2-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,374.6552,12/2/2016,378.4396,378.4396,-1.05%,1.94035E-08,0.000139296,,,
118531,Franklin India Bluechip Fund- Direct - Growth,381.0417,377.2313,381.0417,5-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,377.2313,12/5/2016,381.0417,381.0417,0.69%,8.28849E-09,9.10411E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,381.5784,377.7626,381.5784,6-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,377.7626,12/6/2016,381.5784,381.5784,0.14%,3.47868E-10,1.86512E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,379.8195,376.0213,379.8195,7-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,376.0213,12/7/2016,379.8195,379.8195,-0.46%,3.72638E-09,6.10441E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,385.9896,382.1297,385.9896,8-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,382.1297,12/8/2016,385.9896,385.9896,1.62%,4.62891E-08,0.000215149,,,
118531,Franklin India Bluechip Fund- Direct - Growth,386.0795,382.2187,386.0795,9-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,382.2187,12/9/2016,386.0795,386.0795,0.02%,9.51685E-12,3.08494E-06,,,
118531,Franklin India Bluechip Fund- Direct - Growth,381.3954,377.5814,381.3954,12-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,377.5814,12/12/2016,381.3954,381.3954,-1.21%,2.58286E-08,0.000160713,,,
118531,Franklin India Bluechip Fund- Direct - Growth,382.9122,379.0831,382.9122,13-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,379.0831,12/13/2016,382.9122,382.9122,0.40%,2.77577E-09,5.26856E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,381.0296,377.2193,381.0296,14-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,377.2193,12/14/2016,381.0296,381.0296,-0.49%,4.24298E-09,6.51382E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,380.2198,376.4176,380.2198,15-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,376.4176,12/15/2016,380.2198,380.2198,-0.21%,7.92991E-10,2.81601E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,378.9445,375.1551,378.9445,16-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,375.1551,12/16/2016,378.9445,378.9445,-0.34%,1.97543E-09,4.44458E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,377.38,373.6062,377.38,19-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,373.6062,12/19/2016,377.38,377.38,-0.41%,2.99352E-09,5.47131E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,376.0014,372.2414,376.0014,20-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,372.2414,12/20/2016,376.0014,376.0014,-0.37%,2.34411E-09,4.8416E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,375.3217,371.5685,375.3217,21-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,371.5685,12/21/2016,375.3217,375.3217,-0.18%,5.74104E-10,2.39605E-05,,,
118531,Franklin India Bluechip Fund- Direct - Growth,371.3514,367.6379,371.3514,22-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,367.6379,12/22/2016,371.3514,371.3514,-1.06%,1.9663E-08,0.000140225,,,
118531,Franklin India Bluechip Fund- Direct - Growth,371.2318,367.5195,371.2318,23-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,367.5195,12/23/2016,371.2318,371.2318,-0.03%,1.82297E-11,4.26963E-06,,,
118531,Franklin India Bluechip Fund- Direct - Growth,367.9088,364.2297,367.9088,26-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,364.2297,12/26/2016,367.9088,367.9088,-0.90%,1.40843E-08,0.000118677,,,
118531,Franklin India Bluechip Fund- Direct - Growth,372.6856,368.9587,372.6856,27-Dec-16,Open Ended Schemes ( Growth ),Open Ended Schemes , Growth ,Franklin Templeton Mutual Fund,27,368.9587,12/27/2016,372.6856,372.6856,1.30%,2.9637E-08,0.000172154,,,
